/* DATA DESCRIPTION:
Citation:	Dickens, GR; Backman, J (2013): (Table S6) Reported, corrected and composite depths for Gamma Ray Attentuation Porosity Evaluator (GRAPE) data at DSDP Hole 86-577A. doi:10.1594/PANGAEA.809122, 
	In Supplement to: Dickens, Gerald Roy; Backman, Jan (2013): Core alignment and composite depth scale for the lower Paleogene through uppermost Cretaceous interval at Deep Sea Drilling Project Site 577. Newsletters on Stratigraphy
Project(s):	Deep Sea Drilling Project (DSDP) (URI: http://www.deepseadrilling.org/)
Coverage:	LATITUDE: 32.442200 * LONGITUDE: 157.723200
	MINIMUM DEPTH, sediment/rock: 66.4 m * MAXIMUM DEPTH, sediment/rock: 122.9 m
Event(s):	86-577A * LATITUDE: 32.442200 * LONGITUDE: 157.723200 * DATE/TIME: 1982-05-23T00:00:00 * ELEVATION: -2675.0 m * RECOVERY: 110.80 m * PENETRATION: 123.40 m * LOCATION: North Pacific * CAMPAIGN: Leg86 (URI: doi:10.2973/dsdp.proc.86.1985) * BASIS: Glomar Challenger (URI: http://odp.pangaea.de/glomar.html) * DEVICE: Drilling * COMMENT: 13 cores; 123.4 m cored; 0 m drilled; 89.8 % recovery
Comment:	DEPTH, sediment is the reported depth [mbsf], measured after sliding core sections to 150 cm.
Parameter(s):	Sample code/label (Label) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth) * Geocode
	Void correction [m] (Void corr) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, sediment revised [m] (Depth revised) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: corrected depths [mbsf] after moving tops of core sections back to 0 cm
	Offset [m] (Offset) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu)
	Depth, composite [mcd] (Depth c) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * COMMENT: after adding core offsets (Table 2)
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: GRAPE data reported as density (g/cm**3), although it is a proxy measurement for density
	Density, wet bulk [g/cm**3] (WBD) * PI: Dickens, Gerald Roy (eMail: jerry@rice.edu) * METHOD: Gamma-ray attenuation porosity evaluator (GRAPE) * COMMENT: problematic GRAPE data, typically caused by void space in core sections
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	25914 data points
*/
Label	Depth [m]	Void corr [m]	Depth revised [m]	Offset [m]	Depth c [mcd]	WBD [g/cm**3] (GRAPE data reported as densit...)	WBD [g/cm**3] (problematic GRAPE data, typic...)
86-577A-12-6,79.9	112.70	0.00	112.70	2.15	114.85	1.61	
86-577A-12-6,81.1	112.71	0.00	112.71	2.15	114.86	1.55	
86-577A-12-6,82.2	112.72	0.00	112.72	2.15	114.87	1.65	
86-577A-12-6,83.4	112.73	0.00	112.73	2.15	114.88	1.64	
86-577A-12-6,84.5	112.75	0.00	112.75	2.15	114.90	1.73	
86-577A-12-6,85.7	112.76	0.00	112.76	2.15	114.91	1.73	
86-577A-12-6,86.8	112.77	0.00	112.77	2.15	114.92	1.66	
86-577A-12-6,87.9	112.78	0.00	112.78	2.15	114.93	1.76	
86-577A-12-6,89.1	112.79	0.00	112.79	2.15	114.94	1.78	
86-577A-12-6,90.2	112.80	0.00	112.80	2.15	114.95	1.82	
86-577A-12-6,91.4	112.81	0.00	112.81	2.15	114.96	1.81	
86-577A-12-6,92.5	112.83	0.00	112.83	2.15	114.98	1.79	
86-577A-12-6,93.6	112.84	0.00	112.84	2.15	114.99	1.78	
86-577A-12-6,94.8	112.85	0.00	112.85	2.15	115.00	1.86	
86-577A-12-6,95.9	112.86	0.00	112.86	2.15	115.01	1.66	
86-577A-12-6,97.1	112.87	0.00	112.87	2.15	115.02	1.76	
86-577A-12-6,98.2	112.88	0.00	112.88	2.15	115.03	1.75	
86-577A-12-6,99.4	112.89	0.00	112.89	2.15	115.04	1.71	
86-577A-12-6,100.5	112.90	0.00	112.90	2.15	115.05	1.77	
86-577A-12-6,101.6	112.92	0.00	112.92	2.15	115.07	1.76	
86-577A-12-6,102.8	112.93	0.00	112.93	2.15	115.08	1.81	
86-577A-12-6,103.9	112.94	0.00	112.94	2.15	115.09	1.75	
86-577A-12-6,105.1	112.95	0.00	112.95	2.15	115.10	1.80	
86-577A-12-6,106.2	112.96	0.00	112.96	2.15	115.11	1.84	
86-577A-12-6,107.3	112.97	0.00	112.97	2.15	115.12	1.81	
86-577A-12-6,108.5	112.98	0.00	112.98	2.15	115.13	1.87	
86-577A-12-6,109.6	113.00	0.00	113.00	2.15	115.15	1.77	
86-577A-12-6,110.8	113.01	0.00	113.01	2.15	115.16	1.82	
86-577A-12-6,111.9	113.02	0.00	113.02	2.15	115.17	1.91	
86-577A-12-6,113.1	113.03	0.00	113.03	2.15	115.18	1.78	
86-577A-12-6,114.2	113.04	0.00	113.04	2.15	115.19	1.77	
86-577A-12-6,115.3	113.05	0.00	113.05	2.15	115.20	1.72	
86-577A-12-6,116.5	113.06	0.00	113.06	2.15	115.21	1.76	
86-577A-12-6,117.6	113.08	0.00	113.08	2.15	115.23	1.76	
86-577A-12-6,118.8	113.09	0.00	113.09	2.15	115.24	1.75	
86-577A-12-6,119.9	113.10	0.00	113.10	2.15	115.25	1.74	
86-577A-12-6,121.1	113.11	0.00	113.11	2.15	115.26	1.78	
86-577A-12-6,122.2	113.12	0.00	113.12	2.15	115.27	1.78	
86-577A-12-6,123.3	113.13	0.00	113.13	2.15	115.28	1.71	
86-577A-12-6,124.5	113.14	0.00	113.14	2.15	115.29	1.71	
86-577A-12-6,125.6	113.16	0.00	113.16	2.15	115.31	1.78	
86-577A-12-6,126.8	113.17	0.00	113.17	2.15	115.32	1.65	
86-577A-12-6,127.9	113.18	0.00	113.18	2.15	115.33	1.78	
86-577A-12-6,129	113.19	0.00	113.19	2.15	115.34	1.77	
86-577A-12-6,130.2	113.20	0.00	113.20	2.15	115.35	1.77	
86-577A-12-6,131.3	113.21	0.00	113.21	2.15	115.36	1.71	
86-577A-12-6,132.5	113.22	0.00	113.22	2.15	115.37	1.66	
86-577A-12-6,133.6	113.24	0.00	113.24	2.15	115.39	1.80	
86-577A-12-6,134.8	113.25	0.00	113.25	2.15	115.40	1.75	
86-577A-12-6,135.9	113.26	0.00	113.26	2.15	115.41	1.76	
86-577A-12-6,137	113.27	0.00	113.27	2.15	115.42	1.81	
86-577A-12-6,138.2	113.28	0.00	113.28	2.15	115.43	1.77	
86-577A-12-6,139.3	113.29	0.00	113.29	2.15	115.44	1.73	
86-577A-12-6,140.5	113.30	0.00	113.30	2.15	115.45	1.73	
86-577A-12-6,141.6	113.32	0.00	113.32	2.15	115.47	1.76	
86-577A-12-6,142.8	113.33	0.00	113.33	2.15	115.48	1.73	
86-577A-12-6,143.9	113.34	0.00	113.34	2.15	115.49	1.75	
86-577A-12-6,145	113.35	0.00	113.35	2.15	115.50	1.77	
86-577A-12-6,146.2	113.36	0.00	113.36	2.15	115.51	1.75	
86-577A-12-6,147.3	113.37	0.00	113.37	2.15	115.52	1.76	
86-577A-12-6,148.5	113.38	0.00	113.38	2.15	115.53	1.74	
86-577A-12-6,149.6	113.40	0.00	113.40	2.15	115.55		1.58
86-577A-12-6,150.7	113.41	0.00	113.41	2.15	115.56		0.00
86-577A-12-6,151.9	113.42	0.00	113.42	2.15	115.57		0.00
86-577A-12-6,153	113.43	0.00	113.43	2.15	115.58		0.00
86-577A-12-6,154.2	113.44	0.00	113.44	2.15	115.59		0.00
86-577A-13-1,1.1	113.91	0.00	113.91	2.10	116.01		0.00
86-577A-13-1,2.3	113.92	0.00	113.92	2.10	116.02		0.00
86-577A-13-1,3.4	113.93	0.00	113.93	2.10	116.03		0.00
86-577A-13-1,4.6	113.95	0.00	113.95	2.10	116.05		0.00
86-577A-13-1,5.7	113.96	0.00	113.96	2.10	116.06	1.72	
86-577A-13-1,6.9	113.97	0.00	113.97	2.10	116.07	1.74	
86-577A-13-1,8	113.98	0.00	113.98	2.10	116.08	1.81	
86-577A-13-1,9.1	113.99	0.00	113.99	2.10	116.09	1.78	
86-577A-13-1,10.3	114.00	0.00	114.00	2.10	116.10	1.77	
86-577A-13-1,11.4	114.01	0.00	114.01	2.10	116.11	1.79	
86-577A-13-1,12.6	114.03	0.00	114.03	2.10	116.13	1.63	
86-577A-13-1,13.7	114.04	0.00	114.04	2.10	116.14	1.72	
86-577A-13-1,14.8	114.05	0.00	114.05	2.10	116.15	1.78	
86-577A-13-1,16	114.06	0.00	114.06	2.10	116.16	1.72	
86-577A-13-1,17.1	114.07	0.00	114.07	2.10	116.17	1.76	
86-577A-13-1,18.3	114.08	0.00	114.08	2.10	116.18	1.65	
86-577A-13-1,19.4	114.09	0.00	114.09	2.10	116.19	1.74	
86-577A-13-1,20.6	114.11	0.00	114.11	2.10	116.21	1.74	
86-577A-13-1,21.7	114.12	0.00	114.12	2.10	116.22	1.61	
86-577A-13-1,22.8	114.13	0.00	114.13	2.10	116.23	1.62	
86-577A-13-1,24	114.14	0.00	114.14	2.10	116.24	1.60	
86-577A-13-1,25.1	114.15	0.00	114.15	2.10	116.25	1.72	
86-577A-13-1,26.3	114.16	0.00	114.16	2.10	116.26	1.59	
86-577A-13-1,27.4	114.17	0.00	114.17	2.10	116.27	1.68	
86-577A-13-1,28.6	114.19	0.00	114.19	2.10	116.29	1.66	
86-577A-13-1,29.7	114.20	0.00	114.20	2.10	116.30	1.72	
86-577A-13-1,30.8	114.21	0.00	114.21	2.10	116.31	1.61	
86-577A-13-1,32	114.22	0.00	114.22	2.10	116.32	1.64	
86-577A-13-1,33.1	114.23	0.00	114.23	2.10	116.33	1.74	
86-577A-13-1,34.3	114.24	0.00	114.24	2.10	116.34	1.70	
86-577A-13-1,35.4	114.25	0.00	114.25	2.10	116.35		1.49
86-577A-13-1,36.5	114.27	0.00	114.27	2.10	116.37	1.66	
86-577A-13-1,37.7	114.28	0.00	114.28	2.10	116.38	1.64	
86-577A-13-1,38.8	114.29	0.00	114.29	2.10	116.39	1.70	
86-577A-13-1,40	114.30	0.00	114.30	2.10	116.40	1.68	
86-577A-13-1,41.1	114.31	0.00	114.31	2.10	116.41	1.71	
86-577A-13-1,42.3	114.32	0.00	114.32	2.10	116.42	1.62	
86-577A-13-1,43.4	114.33	0.00	114.33	2.10	116.43	1.68	
86-577A-13-1,44.5	114.35	0.00	114.35	2.10	116.45	1.65	
86-577A-13-1,45.7	114.36	0.00	114.36	2.10	116.46	1.63	
86-577A-13-1,46.8	114.37	0.00	114.37	2.10	116.47	1.70	
86-577A-13-1,48	114.38	0.00	114.38	2.10	116.48	1.69	
86-577A-13-1,49.1	114.39	0.00	114.39	2.10	116.49	1.63	
86-577A-13-1,50.2	114.40	0.00	114.40	2.10	116.50	1.72	
86-577A-13-1,51.4	114.41	0.00	114.41	2.10	116.51	1.67	
86-577A-13-1,52.5	114.43	0.00	114.43	2.10	116.53	1.77	
86-577A-13-1,53.7	114.44	0.00	114.44	2.10	116.54	1.62	
86-577A-13-1,54.8	114.45	0.00	114.45	2.10	116.55	1.70	
86-577A-13-1,56	114.46	0.00	114.46	2.10	116.56	1.65	
86-577A-13-1,57.1	114.47	0.00	114.47	2.10	116.57	1.69	
86-577A-13-1,58.2	114.48	0.00	114.48	2.10	116.58	1.61	
86-577A-13-1,59.4	114.49	0.00	114.49	2.10	116.59	1.72	
86-577A-13-1,60.5	114.51	0.00	114.51	2.10	116.61	1.68	
86-577A-13-1,61.7	114.52	0.00	114.52	2.10	116.62	1.67	
86-577A-13-1,62.8	114.53	0.00	114.53	2.10	116.63	1.73	
86-577A-13-1,64	114.54	0.00	114.54	2.10	116.64	1.65	
86-577A-13-1,65.1	114.55	0.00	114.55	2.10	116.65	1.71	
86-577A-13-1,66.2	114.56	0.00	114.56	2.10	116.66	1.68	
86-577A-13-1,67.4	114.57	0.00	114.57	2.10	116.67	1.66	
86-577A-13-1,68.5	114.59	0.00	114.59	2.10	116.69	1.69	
86-577A-13-1,69.7	114.60	0.00	114.60	2.10	116.70	1.75	
86-577A-13-1,70.8	114.61	0.00	114.61	2.10	116.71	1.71	
86-577A-13-1,71.9	114.62	0.00	114.62	2.10	116.72	1.68	
86-577A-13-1,73.1	114.63	0.00	114.63	2.10	116.73	1.83	
86-577A-13-1,74.2	114.64	0.00	114.64	2.10	116.74	1.77	
86-577A-13-1,75.4	114.65	0.00	114.65	2.10	116.75	1.68	
86-577A-13-1,76.5	114.67	0.00	114.67	2.10	116.77	1.70	
86-577A-13-1,77.7	114.68	0.00	114.68	2.10	116.78	1.74	
86-577A-13-1,78.8	114.69	0.00	114.69	2.10	116.79	1.70	
86-577A-13-1,79.9	114.70	0.00	114.70	2.10	116.80	1.67	
86-577A-13-1,81.1	114.71	0.00	114.71	2.10	116.81	1.75	
86-577A-13-1,82.2	114.72	0.00	114.72	2.10	116.82	1.66	
86-577A-13-1,83.4	114.73	0.00	114.73	2.10	116.83	1.71	
86-577A-13-1,84.5	114.75	0.00	114.75	2.10	116.85	1.68	
86-577A-13-1,85.7	114.76	0.00	114.76	2.10	116.86	1.69	
86-577A-13-1,86.8	114.77	0.00	114.77	2.10	116.87	1.82	
86-577A-13-1,87.9	114.78	0.00	114.78	2.10	116.88	1.69	
86-577A-13-1,89.1	114.79	0.00	114.79	2.10	116.89	1.66	
86-577A-13-1,90.2	114.80	0.00	114.80	2.10	116.90	1.71	
86-577A-13-1,91.4	114.81	0.00	114.81	2.10	116.91	1.69	
86-577A-13-1,92.5	114.83	0.00	114.83	2.10	116.93	1.71	
86-577A-13-1,93.6	114.84	0.00	114.84	2.10	116.94	1.72	
86-577A-13-1,94.8	114.85	0.00	114.85	2.10	116.95	1.72	
86-577A-13-1,95.9	114.86	0.00	114.86	2.10	116.96	1.74	
86-577A-13-1,97.1	114.87	0.00	114.87	2.10	116.97	1.71	
86-577A-13-1,98.2	114.88	0.00	114.88	2.10	116.98	1.68	
86-577A-13-1,99.4	114.89	0.00	114.89	2.10	116.99	1.70	
86-577A-13-1,100.5	114.90	0.00	114.90	2.10	117.00	1.68	
86-577A-13-1,101.6	114.92	0.00	114.92	2.10	117.02	1.64	
86-577A-13-1,102.8	114.93	0.00	114.93	2.10	117.03	1.69	
86-577A-13-1,103.9	114.94	0.00	114.94	2.10	117.04	1.62	
86-577A-13-1,105.1	114.95	0.00	114.95	2.10	117.05	1.74	
86-577A-13-1,106.2	114.96	0.00	114.96	2.10	117.06	1.71	
86-577A-13-1,107.3	114.97	0.00	114.97	2.10	117.07	1.74	
86-577A-13-1,108.5	114.98	0.00	114.98	2.10	117.08	1.74	
86-577A-13-1,109.6	115.00	0.00	115.00	2.10	117.10	1.75	
86-577A-13-1,110.8	115.01	0.00	115.01	2.10	117.11	1.65	
86-577A-13-1,111.9	115.02	0.00	115.02	2.10	117.12	1.65	
86-577A-13-1,113.1	115.03	0.00	115.03	2.10	117.13	1.76	
86-577A-13-1,114.2	115.04	0.00	115.04	2.10	117.14	1.70	
86-577A-13-1,115.3	115.05	0.00	115.05	2.10	117.15	1.73	
86-577A-13-1,116.5	115.06	0.00	115.06	2.10	117.16	1.63	
86-577A-13-1,117.6	115.08	0.00	115.08	2.10	117.18	1.69	
86-577A-13-1,118.8	115.09	0.00	115.09	2.10	117.19	1.64	
86-577A-13-1,119.9	115.10	0.00	115.10	2.10	117.20	1.73	
86-577A-13-1,121.1	115.11	0.00	115.11	2.10	117.21	1.65	
86-577A-13-1,122.2	115.12	0.00	115.12	2.10	117.22	1.62	
86-577A-13-1,123.3	115.13	0.00	115.13	2.10	117.23	1.69	
86-577A-13-1,124.5	115.14	0.00	115.14	2.10	117.24	1.69	
86-577A-13-1,125.6	115.16	0.00	115.16	2.10	117.26	1.70	
86-577A-13-1,126.8	115.17	0.00	115.17	2.10	117.27	1.64	
86-577A-13-1,127.9	115.18	0.00	115.18	2.10	117.28	1.66	
86-577A-13-1,129	115.19	0.00	115.19	2.10	117.29	1.69	
86-577A-13-1,130.2	115.20	0.00	115.20	2.10	117.30	1.65	
86-577A-13-1,131.3	115.21	0.00	115.21	2.10	117.31	1.67	
86-577A-13-1,132.5	115.22	0.00	115.22	2.10	117.32	1.68	
86-577A-13-1,133.6	115.24	0.00	115.24	2.10	117.34	1.67	
86-577A-13-1,134.8	115.25	0.00	115.25	2.10	117.35	1.70	
86-577A-13-1,135.9	115.26	0.00	115.26	2.10	117.36	1.63	
86-577A-13-1,137	115.27	0.00	115.27	2.10	117.37	1.68	
86-577A-13-1,138.2	115.28	0.00	115.28	2.10	117.38	1.70	
86-577A-13-1,139.3	115.29	0.00	115.29	2.10	117.39	1.64	
86-577A-13-1,140.5	115.30	0.00	115.30	2.10	117.40	1.58	
86-577A-13-1,141.6	115.32	0.00	115.32	2.10	117.42	1.69	
86-577A-13-1,142.8	115.33	0.00	115.33	2.10	117.43	1.63	
86-577A-13-1,143.9	115.34	0.00	115.34	2.10	117.44	1.66	
86-577A-13-1,145	115.35	0.00	115.35	2.10	117.45	1.59	
86-577A-13-1,146.2	115.36	0.00	115.36	2.10	117.46	1.64	
86-577A-13-1,147.3	115.37	0.00	115.37	2.10	117.47	1.65	
86-577A-13-1,148.5	115.38	0.00	115.38	2.10	117.48	1.67	
86-577A-13-1,149.6	115.40	0.00	115.40	2.10	117.50		1.41
86-577A-13-2,1.1	115.41	0.00	115.41	2.10	117.51		0.00
86-577A-13-1,150.7	115.41	0.00	115.41	2.10	117.51		0.00
86-577A-13-2,2.3	115.42	0.00	115.42	2.10	117.52		0.00
86-577A-13-1,151.9	115.42	0.00	115.42	2.10	117.52		0.00
86-577A-13-2,3.4	115.43	0.00	115.43	2.10	117.53		1.47
86-577A-13-1,153	115.43	0.00	115.43	2.10	117.53		0.00
86-577A-13-1,154.2	115.44	0.00	115.44	2.10	117.54		0.00
86-577A-13-2,4.6	115.45	0.00	115.45	2.10	117.55	1.64	
86-577A-13-2,5.7	115.46	0.00	115.46	2.10	117.56	1.67	
86-577A-13-2,6.9	115.47	0.00	115.47	2.10	117.57	1.71	
86-577A-13-2,8	115.48	0.00	115.48	2.10	117.58	1.76	
86-577A-13-2,9.1	115.49	0.00	115.49	2.10	117.59	1.68	
86-577A-13-2,10.3	115.50	0.00	115.50	2.10	117.60	1.66	
86-577A-13-2,11.4	115.51	0.00	115.51	2.10	117.61	1.74	
86-577A-13-2,12.6	115.53	0.00	115.53	2.10	117.63	1.72	
86-577A-13-2,13.7	115.54	0.00	115.54	2.10	117.64	1.67	
86-577A-13-2,14.8	115.55	0.00	115.55	2.10	117.65	1.66	
86-577A-13-2,16	115.56	0.00	115.56	2.10	117.66	1.68	
86-577A-13-2,17.1	115.57	0.00	115.57	2.10	117.67	1.68	
86-577A-13-2,18.3	115.58	0.00	115.58	2.10	117.68	1.68	
86-577A-13-2,19.4	115.59	0.00	115.59	2.10	117.69	1.69	
86-577A-13-2,20.6	115.61	0.00	115.61	2.10	117.71	1.70	
86-577A-13-2,21.7	115.62	0.00	115.62	2.10	117.72	1.72	
86-577A-13-2,22.8	115.63	0.00	115.63	2.10	117.73	1.67	
86-577A-13-2,24	115.64	0.00	115.64	2.10	117.74	1.67	
86-577A-13-2,25.1	115.65	0.00	115.65	2.10	117.75	1.67	
86-577A-13-2,26.3	115.66	0.00	115.66	2.10	117.76	1.68	
86-577A-13-2,27.4	115.67	0.00	115.67	2.10	117.77	1.72	
86-577A-13-2,28.6	115.69	0.00	115.69	2.10	117.79	1.73	
86-577A-13-2,29.7	115.70	0.00	115.70	2.10	117.80	1.70	
86-577A-13-2,30.8	115.71	0.00	115.71	2.10	117.81	1.65	
86-577A-13-2,32	115.72	0.00	115.72	2.10	117.82	1.63	
86-577A-13-2,33.1	115.73	0.00	115.73	2.10	117.83	1.70	
86-577A-13-2,34.3	115.74	0.00	115.74	2.10	117.84	1.71	
86-577A-13-2,35.4	115.75	0.00	115.75	2.10	117.85	1.65	
86-577A-13-2,36.5	115.77	0.00	115.77	2.10	117.87	1.72	
86-577A-13-2,37.7	115.78	0.00	115.78	2.10	117.88	1.70	
86-577A-13-2,38.8	115.79	0.00	115.79	2.10	117.89	1.64	
86-577A-13-2,40	115.80	0.00	115.80	2.10	117.90	1.65	
86-577A-13-2,41.1	115.81	0.00	115.81	2.10	117.91	1.73	
86-577A-13-2,42.3	115.82	0.00	115.82	2.10	117.92	1.73	
86-577A-13-2,43.4	115.83	0.00	115.83	2.10	117.93	1.73	
86-577A-13-2,44.5	115.85	0.00	115.85	2.10	117.95	1.63	
86-577A-13-2,45.7	115.86	0.00	115.86	2.10	117.96	1.72	
86-577A-13-2,46.8	115.87	0.00	115.87	2.10	117.97	1.65	
86-577A-13-2,48	115.88	0.00	115.88	2.10	117.98	1.66	
86-577A-13-2,49.1	115.89	0.00	115.89	2.10	117.99	1.73	
86-577A-13-2,50.2	115.90	0.00	115.90	2.10	118.00	1.69	
86-577A-13-2,51.4	115.91	0.00	115.91	2.10	118.01	1.70	
86-577A-13-2,52.5	115.93	0.00	115.93	2.10	118.03	1.77	
86-577A-13-2,53.7	115.94	0.00	115.94	2.10	118.04	1.66	
86-577A-13-2,54.8	115.95	0.00	115.95	2.10	118.05	1.72	
86-577A-13-2,56	115.96	0.00	115.96	2.10	118.06	1.74	
86-577A-13-2,57.1	115.97	0.00	115.97	2.10	118.07	1.66	
86-577A-13-2,58.2	115.98	0.00	115.98	2.10	118.08	1.70	
86-577A-13-2,59.4	115.99	0.00	115.99	2.10	118.09	1.73	
86-577A-13-2,60.5	116.01	0.00	116.01	2.10	118.11	1.64	
86-577A-13-2,61.7	116.02	0.00	116.02	2.10	118.12	1.68	
86-577A-13-2,62.8	116.03	0.00	116.03	2.10	118.13	1.77	
86-577A-13-2,64	116.04	0.00	116.04	2.10	118.14	1.70	
86-577A-13-2,65.1	116.05	0.00	116.05	2.10	118.15	1.68	
86-577A-13-2,66.2	116.06	0.00	116.06	2.10	118.16	1.74	
86-577A-13-2,67.4	116.07	0.00	116.07	2.10	118.17	1.71	
86-577A-13-2,68.5	116.09	0.00	116.09	2.10	118.19	1.68	
86-577A-13-2,69.7	116.10	0.00	116.10	2.10	118.20	1.62	
86-577A-13-2,70.8	116.11	0.00	116.11	2.10	118.21	1.71	
86-577A-13-2,71.9	116.12	0.00	116.12	2.10	118.22	1.74	
86-577A-13-2,73.1	116.13	0.00	116.13	2.10	118.23	1.68	
86-577A-13-2,74.2	116.14	0.00	116.14	2.10	118.24	1.77	
86-577A-13-2,75.4	116.15	0.00	116.15	2.10	118.25	1.65	
86-577A-13-2,76.5	116.17	0.00	116.17	2.10	118.27	1.64	
86-577A-13-2,77.7	116.18	0.00	116.18	2.10	118.28	1.72	
86-577A-13-2,78.8	116.19	0.00	116.19	2.10	118.29	1.80	
86-577A-13-2,79.9	116.20	0.00	116.20	2.10	118.30	1.69	
86-577A-13-2,81.1	116.21	0.00	116.21	2.10	118.31	1.66	
86-577A-13-2,82.2	116.22	0.00	116.22	2.10	118.32	1.82	
86-577A-13-2,83.4	116.23	0.00	116.23	2.10	118.33	1.74	
86-577A-13-2,84.5	116.25	0.00	116.25	2.10	118.35	1.78	
86-577A-13-2,85.7	116.26	0.00	116.26	2.10	118.36	1.76	
86-577A-13-2,86.8	116.27	0.00	116.27	2.10	118.37	1.69	
86-577A-13-2,87.9	116.28	0.00	116.28	2.10	118.38	1.72	
86-577A-13-2,89.1	116.29	0.00	116.29	2.10	118.39	1.67	
86-577A-13-2,90.2	116.30	0.00	116.30	2.10	118.40	1.71	
86-577A-13-2,91.4	116.31	0.00	116.31	2.10	118.41	1.78	
86-577A-13-2,92.5	116.33	0.00	116.33	2.10	118.43	1.72	
86-577A-13-2,93.6	116.34	0.00	116.34	2.10	118.44	1.78	
86-577A-13-2,94.8	116.35	0.00	116.35	2.10	118.45	1.77	
86-577A-13-2,95.9	116.36	0.00	116.36	2.10	118.46	1.74	
86-577A-13-2,97.1	116.37	0.00	116.37	2.10	118.47	1.72	
86-577A-13-2,98.2	116.38	0.00	116.38	2.10	118.48	1.75	
86-577A-13-2,99.4	116.39	0.00	116.39	2.10	118.49	1.73	
86-577A-13-2,100.5	116.40	0.00	116.40	2.10	118.50	1.69	
86-577A-13-2,101.6	116.42	0.00	116.42	2.10	118.52	1.77	
86-577A-13-2,102.8	116.43	0.00	116.43	2.10	118.53	1.76	
86-577A-13-2,103.9	116.44	0.00	116.44	2.10	118.54	1.70	
86-577A-13-2,105.1	116.45	0.00	116.45	2.10	118.55	1.73	
86-577A-13-2,106.2	116.46	0.00	116.46	2.10	118.56	1.71	
86-577A-13-2,107.3	116.47	0.00	116.47	2.10	118.57	1.70	
86-577A-13-2,108.5	116.48	0.00	116.48	2.10	118.58	1.72	
86-577A-13-2,109.6	116.50	0.00	116.50	2.10	118.60	1.73	
86-577A-13-2,110.8	116.51	0.00	116.51	2.10	118.61	1.70	
86-577A-13-2,111.9	116.52	0.00	116.52	2.10	118.62	1.72	
86-577A-13-2,113.1	116.53	0.00	116.53	2.10	118.63	1.75	
86-577A-13-2,114.2	116.54	0.00	116.54	2.10	118.64	1.77	
86-577A-13-2,115.3	116.55	0.00	116.55	2.10	118.65	1.75	
86-577A-13-2,116.5	116.56	0.00	116.56	2.10	118.66	1.70	
86-577A-13-2,117.6	116.58	0.00	116.58	2.10	118.68	1.77	
86-577A-13-2,118.8	116.59	0.00	116.59	2.10	118.69	1.71	
86-577A-13-2,119.9	116.60	0.00	116.60	2.10	118.70	1.76	
86-577A-13-2,121.1	116.61	0.00	116.61	2.10	118.71	1.58	
86-577A-13-2,122.2	116.62	0.00	116.62	2.10	118.72	1.69	
86-577A-13-2,123.3	116.63	0.00	116.63	2.10	118.73	1.75	
86-577A-13-2,124.5	116.64	0.00	116.64	2.10	118.74	1.78	
86-577A-13-2,125.6	116.66	0.00	116.66	2.10	118.76	1.75	
86-577A-13-2,126.8	116.67	0.00	116.67	2.10	118.77	1.73	
86-577A-13-2,127.9	116.68	0.00	116.68	2.10	118.78	1.74	
86-577A-13-2,129	116.69	0.00	116.69	2.10	118.79	1.73	
86-577A-13-2,130.2	116.70	0.00	116.70	2.10	118.80	1.74	
86-577A-13-2,131.3	116.71	0.00	116.71	2.10	118.81	1.76	
86-577A-13-2,132.5	116.72	0.00	116.72	2.10	118.82	1.76	
86-577A-13-2,133.6	116.74	0.00	116.74	2.10	118.84	1.77	
86-577A-13-2,134.8	116.75	0.00	116.75	2.10	118.85	1.69	
86-577A-13-2,135.9	116.76	0.00	116.76	2.10	118.86	1.74	
86-577A-13-2,137	116.77	0.00	116.77	2.10	118.87	1.76	
86-577A-13-2,138.2	116.78	0.00	116.78	2.10	118.88	1.80	
86-577A-13-2,139.3	116.79	0.00	116.79	2.10	118.89	1.82	
86-577A-13-2,140.5	116.80	0.00	116.80	2.10	118.90	1.71	
86-577A-13-2,141.6	116.82	0.00	116.82	2.10	118.92	1.78	
86-577A-13-2,142.8	116.83	0.00	116.83	2.10	118.93	1.73	
86-577A-13-2,143.9	116.84	0.00	116.84	2.10	118.94	1.78	
86-577A-13-2,145	116.85	0.00	116.85	2.10	118.95	1.70	
86-577A-13-2,146.2	116.86	0.00	116.86	2.10	118.96	1.73	
86-577A-13-2,147.3	116.87	0.00	116.87	2.10	118.97	1.70	
86-577A-13-2,148.5	116.88	0.00	116.88	2.10	118.98	1.73	
86-577A-13-2,149.6	116.90	0.00	116.90	2.10	119.00		1.47
86-577A-13-3,1.1	116.91	-0.10	116.81	2.10	118.91		0.00
86-577A-13-2,150.7	116.91	0.00	116.91	2.10	119.01		0.00
